#MPA, Kmeans, Cmeans
185.993,124.92,146.7
#MPA, Kmeans, Cmeans
187.132,127.449,148.195
#MPA, Kmeans, Cmeans
181.095,133.687,134.536
#MPA, Kmeans, Cmeans
189.307,131.027,97.0537
#MPA, Kmeans, Cmeans
179.559,134.38,160.619
#MPA, Kmeans, Cmeans
187.407,138.389,148.215
#MPA, Kmeans, Cmeans
184.091,95.8452,129.612
#MPA, Kmeans, Cmeans
181.529,134.38,135.744
#MPA, Kmeans, Cmeans
185.591,128.73,138.42
#MPA, Kmeans, Cmeans
181.93,147.243,141.604
