#MPA, Kmeans, Cmeans
82.3361,40.8488,87.3374
#MPA, Kmeans, Cmeans
56.0133,38.0611,57.3583
#MPA, Kmeans, Cmeans
81.5408,48.5809,52.1719
#MPA, Kmeans, Cmeans
88.5395,84.8521,52.7005
#MPA, Kmeans, Cmeans
64.2246,48.301,44.2681
#MPA, Kmeans, Cmeans
64.7209,40.4216,82.4846
#MPA, Kmeans, Cmeans
89.2761,74.1332,52.9591
#MPA, Kmeans, Cmeans
53.8348,77.0187,51.6912
#MPA, Kmeans, Cmeans
88.1914,50.7733,43.8724
#MPA, Kmeans, Cmeans
78.3048,48.1825,49.0438
