#MPA, Kmeans, Cmeans
1.21023,1.63266,1.25603
#MPA, Kmeans, Cmeans
1.13274,5.532,1.24581
#MPA, Kmeans, Cmeans
1.18499,1.33122,1.37152
#MPA, Kmeans, Cmeans
1.11518,1.36163,1.23893
#MPA, Kmeans, Cmeans
1.18509,1.34056,1.50274
#MPA, Kmeans, Cmeans
1.32294,1.8226,1.30242
#MPA, Kmeans, Cmeans
1.27518,1.14238,1.28192
#MPA, Kmeans, Cmeans
1.31186,1.93226,1.23881
#MPA, Kmeans, Cmeans
1.20673,1.98649,1.66991
#MPA, Kmeans, Cmeans
1.20023,1.3408,1.23534
