#MPA, Kmeans, Cmeans
1.26931,0.83853,0.722596
#MPA, Kmeans, Cmeans
1.19563,0.788535,0.721772
#MPA, Kmeans, Cmeans
1.22746,0.977489,0.721772
#MPA, Kmeans, Cmeans
1.72241,0.771373,0.717166
#MPA, Kmeans, Cmeans
2.20014,0.788535,0.723209
#MPA, Kmeans, Cmeans
1.23493,1.19308,0.817209
#MPA, Kmeans, Cmeans
1.32149,0.756259,0.724285
#MPA, Kmeans, Cmeans
0.964686,1.375,0.809628
#MPA, Kmeans, Cmeans
1.28995,1.79105,0.723302
#MPA, Kmeans, Cmeans
1.2057,0.729391,12.3655
