#MPA, Kmeans, Cmeans
1.91279,2.3449,1.25091
#MPA, Kmeans, Cmeans
2.60327,2.21712,1.71373
#MPA, Kmeans, Cmeans
2.22289,2.01138,1.90183
#MPA, Kmeans, Cmeans
1.53343,1.38205,1.8668
#MPA, Kmeans, Cmeans
2.14222,2.02542,2.19511
#MPA, Kmeans, Cmeans
2.35225,2.42156,2.09539
#MPA, Kmeans, Cmeans
1.72259,1.96922,1.84911
#MPA, Kmeans, Cmeans
2.96183,1.61752,1.90249
#MPA, Kmeans, Cmeans
1.41831,1.92402,2.24443
#MPA, Kmeans, Cmeans
2.07992,2.03394,2.0002
