#MPA, Kmeans, Cmeans
0.621782,0.503251,0.56405
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.505683
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.5318
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.497753
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.560349
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.510124
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.497436
#MPA, Kmeans, Cmeans
0.621782,0.497542,0.504414
#MPA, Kmeans, Cmeans
0.621782,0.5318,0.524187
#MPA, Kmeans, Cmeans
0.621782,0.526619,0.560349
