#MPA, Kmeans, Cmeans
1.91441,0.566688,0.543859
#MPA, Kmeans, Cmeans
2.53935,0.648354,0.541971
#MPA, Kmeans, Cmeans
2.2918,0.65568,1.42677
#MPA, Kmeans, Cmeans
2.43527,0.566688,0.544033
#MPA, Kmeans, Cmeans
2.32628,0.658682,0.544341
#MPA, Kmeans, Cmeans
2.53743,0.767373,0.69962
#MPA, Kmeans, Cmeans
2.293,0.566688,0.54386
#MPA, Kmeans, Cmeans
2.20206,1.55583,0.551066
#MPA, Kmeans, Cmeans
1.81543,1.149,1.79078
#MPA, Kmeans, Cmeans
2.0613,0.966869,0.543635
