#MPA, Kmeans, Cmeans
0.507501,0.567562,0.545963
#MPA, Kmeans, Cmeans
0.504189,0.566688,0.545963
#MPA, Kmeans, Cmeans
0.512986,0.566688,0.545963
#MPA, Kmeans, Cmeans
0.5232,0.567562,0.543856
#MPA, Kmeans, Cmeans
0.516413,0.567562,0.544281
#MPA, Kmeans, Cmeans
0.500204,0.567562,0.545963
#MPA, Kmeans, Cmeans
0.508364,0.567562,0.545963
#MPA, Kmeans, Cmeans
0.516895,0.566688,0.545963
#MPA, Kmeans, Cmeans
0.516702,0.567562,0.545906
#MPA, Kmeans, Cmeans
0.517793,0.567562,0.543202
