#MPA, Kmeans, Cmeans
36.1827,56.3305,62.0601
#MPA, Kmeans, Cmeans
35.8211,53.1459,59.6859
#MPA, Kmeans, Cmeans
35.6564,57.4314,58.3402
#MPA, Kmeans, Cmeans
35.6688,56.56,60.4045
#MPA, Kmeans, Cmeans
35.9626,55.8878,61.9296
#MPA, Kmeans, Cmeans
35.6015,53.9867,59.4666
#MPA, Kmeans, Cmeans
34.781,55.6218,48.3549
#MPA, Kmeans, Cmeans
35.4824,51.8563,59.9259
#MPA, Kmeans, Cmeans
35.482,56.5856,55.7802
#MPA, Kmeans, Cmeans
35.5683,52.4784,63.4492
