#MPA, Kmeans, Cmeans
0.275809,0.209894,0.269057
#MPA, Kmeans, Cmeans
0.263695,0.438043,0.499329
#MPA, Kmeans, Cmeans
0.277778,0.269057,0.267716
#MPA, Kmeans, Cmeans
0.260075,0.266143,0.260863
#MPA, Kmeans, Cmeans
0.264257,0.276948,0.365249
#MPA, Kmeans, Cmeans
0.277778,0.276948,0.276068
#MPA, Kmeans, Cmeans
0.272606,0.152129,0.214798
#MPA, Kmeans, Cmeans
0.273883,0.267716,0.231656
#MPA, Kmeans, Cmeans
0.271001,0.276948,0.276068
#MPA, Kmeans, Cmeans
0.270673,0.267035,0.28008
