#MPA, Kmeans, Cmeans
0.767606,0.856823,0.879732
#MPA, Kmeans, Cmeans
0.767606,0.867919,0.873736
#MPA, Kmeans, Cmeans
0.767606,0.867919,0.885906
#MPA, Kmeans, Cmeans
0.771902,0.873736,0.873736
#MPA, Kmeans, Cmeans
0.767606,0.731186,0.48519
#MPA, Kmeans, Cmeans
0.767606,0.719732,0.873736
#MPA, Kmeans, Cmeans
0.771902,0.722595,0.873736
#MPA, Kmeans, Cmeans
0.767606,0.856823,0.873736
#MPA, Kmeans, Cmeans
0.767606,0.735481,0.719732
#MPA, Kmeans, Cmeans
0.767606,0.862282,0.879732
