#MPA, Kmeans, Cmeans
0.683235,0.931823,0.946677
#MPA, Kmeans, Cmeans
0.697201,0.931823,0.920015
#MPA, Kmeans, Cmeans
0.667365,0.931823,0.946677
#MPA, Kmeans, Cmeans
0.641846,0.931823,0.946677
#MPA, Kmeans, Cmeans
0.727925,0.931823,0.925094
#MPA, Kmeans, Cmeans
0.903764,0.682727,0.940583
#MPA, Kmeans, Cmeans
0.597537,0.908525,0.933917
#MPA, Kmeans, Cmeans
0.720434,0.872786,0.915826
#MPA, Kmeans, Cmeans
0.755602,0.912017,0.946677
#MPA, Kmeans, Cmeans
0.717895,0.927379,0.962039
