#MPA, Kmeans, Cmeans
83.6656,87.6166,93.8347
#MPA, Kmeans, Cmeans
80.6057,87.6166,93.4131
#MPA, Kmeans, Cmeans
86.4064,87.6166,93.8837
#MPA, Kmeans, Cmeans
87.9838,87.6166,93.872
#MPA, Kmeans, Cmeans
88.8917,87.6166,90.4021
#MPA, Kmeans, Cmeans
101.383,62.5908,94.2535
#MPA, Kmeans, Cmeans
82.7192,85.8592,93.974
#MPA, Kmeans, Cmeans
86.5186,82.3874,92.3844
#MPA, Kmeans, Cmeans
87.9431,86.0829,93.8954
#MPA, Kmeans, Cmeans
87.1124,87.9733,93.9702
