#MPA, Kmeans, Cmeans
0.234318,0.23054,0.234318
#MPA, Kmeans, Cmeans
0.234318,0.234318,0.232865
#MPA, Kmeans, Cmeans
0.234318,0.23054,0.234318
#MPA, Kmeans, Cmeans
0.234318,0.232865,0.232865
#MPA, Kmeans, Cmeans
0.234318,0.224212,0.234318
#MPA, Kmeans, Cmeans
0.232865,0.234318,0.234318
#MPA, Kmeans, Cmeans
0.232865,0.234318,0.226168
#MPA, Kmeans, Cmeans
0.234318,0.234318,0.226168
#MPA, Kmeans, Cmeans
0.234318,0.234318,0.224218
#MPA, Kmeans, Cmeans
0.234318,0.234318,0.232865
