#MPA, Kmeans, Cmeans
0.0314992,0.299708,0.300955
#MPA, Kmeans, Cmeans
0.291627,0.299708,0.299785
#MPA, Kmeans, Cmeans
0.0881733,0.299708,0.300955
#MPA, Kmeans, Cmeans
0.0651117,0.300894,0.300955
#MPA, Kmeans, Cmeans
0.130266,0.30135,0.300955
#MPA, Kmeans, Cmeans
0.120761,0.299834,0.300955
#MPA, Kmeans, Cmeans
0.20644,0.300894,0.300955
#MPA, Kmeans, Cmeans
0.237136,0.300894,0.299763
#MPA, Kmeans, Cmeans
0.284833,0.300058,0.300955
#MPA, Kmeans, Cmeans
0.13184,0.29924,0.300486
