#MPA, Kmeans, Cmeans
539.559,469.302,514.558
#MPA, Kmeans, Cmeans
541.754,472.131,514.293
#MPA, Kmeans, Cmeans
509.072,455.588,486.578
#MPA, Kmeans, Cmeans
520.384,464.304,514.772
#MPA, Kmeans, Cmeans
547.71,472.131,688.501
#MPA, Kmeans, Cmeans
539.615,396.287,507.587
#MPA, Kmeans, Cmeans
535.572,471.992,486.855
#MPA, Kmeans, Cmeans
536.682,468.428,514.905
#MPA, Kmeans, Cmeans
534.89,590.14,503.12
#MPA, Kmeans, Cmeans
533.605,471.017,514.403
