#MPA, Kmeans, Cmeans
0.30985,0.886889,0.905143
#MPA, Kmeans, Cmeans
0.276419,0.908322,0.75491
#MPA, Kmeans, Cmeans
0.30985,0.886889,0.77988
#MPA, Kmeans, Cmeans
0.276419,0.756858,0.842588
#MPA, Kmeans, Cmeans
0.276419,0.913552,0.839102
#MPA, Kmeans, Cmeans
0.30985,0.870379,0.778342
#MPA, Kmeans, Cmeans
0.276419,0.886889,0.922884
#MPA, Kmeans, Cmeans
0.30985,0.742911,0.864431
#MPA, Kmeans, Cmeans
0.30985,0.89217,0.838999
#MPA, Kmeans, Cmeans
0.30985,0.886889,0.89981
