#MPA, Kmeans, Cmeans
0.876734,2.14093,1.28643
#MPA, Kmeans, Cmeans
0.888292,2.21311,0.764875
#MPA, Kmeans, Cmeans
0.869694,1.40296,1.29475
#MPA, Kmeans, Cmeans
0.907209,1.40621,1.29125
#MPA, Kmeans, Cmeans
0.888705,1.38511,2.43041
#MPA, Kmeans, Cmeans
0.870792,1.38511,1.2711
#MPA, Kmeans, Cmeans
0.885561,1.33881,1.40507
#MPA, Kmeans, Cmeans
0.870956,1.40467,2.71717
#MPA, Kmeans, Cmeans
0.887212,1.38511,1.26693
#MPA, Kmeans, Cmeans
0.866571,1.40585,0.992923
