#MPA, Kmeans, Cmeans
2.13001,1.32461,1.208
#MPA, Kmeans, Cmeans
1.76848,1.32461,1.23047
#MPA, Kmeans, Cmeans
1.79646,1.32461,1.20809
#MPA, Kmeans, Cmeans
1.4601,1.32461,1.20747
#MPA, Kmeans, Cmeans
1.7592,1.32461,1.25469
#MPA, Kmeans, Cmeans
1.27837,1.06567,1.20461
#MPA, Kmeans, Cmeans
1.49178,1.36439,1.20788
#MPA, Kmeans, Cmeans
1.61602,1.42242,1.25402
#MPA, Kmeans, Cmeans
1.51367,1.3422,1.2075
#MPA, Kmeans, Cmeans
1.7289,1.31226,1.20491
