#MPA, Kmeans, Cmeans
0.130106,0.299708,0.300092
#MPA, Kmeans, Cmeans
0.128515,0.299708,0.297834
#MPA, Kmeans, Cmeans
0.0951412,0.299708,0.300092
#MPA, Kmeans, Cmeans
0.0483754,0.299708,0.300092
#MPA, Kmeans, Cmeans
0.188199,0.299708,0.299137
#MPA, Kmeans, Cmeans
0.291978,0.285003,0.300034
#MPA, Kmeans, Cmeans
0.0499579,0.296038,0.299785
#MPA, Kmeans, Cmeans
0.167486,0.283443,0.297677
#MPA, Kmeans, Cmeans
0.15153,0.29924,0.300092
#MPA, Kmeans, Cmeans
0.162485,0.299367,0.300955
