#MPA, Kmeans, Cmeans
0.597441,0.384969,0.384969
#MPA, Kmeans, Cmeans
0.597441,0.384549,0.384969
#MPA, Kmeans, Cmeans
0.597441,0.38797,0.395277
#MPA, Kmeans, Cmeans
0.597441,0.385894,0.384969
#MPA, Kmeans, Cmeans
0.597441,0.384549,0.394676
#MPA, Kmeans, Cmeans
0.597441,0.439739,0.388524
#MPA, Kmeans, Cmeans
0.597441,0.384549,0.399114
#MPA, Kmeans, Cmeans
0.597441,0.384998,0.384969
#MPA, Kmeans, Cmeans
0.597441,0.400669,0.387651
#MPA, Kmeans, Cmeans
0.597441,0.384585,0.384969
