#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.616574,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.615573,0.616574,0.616574
