#MPA, Kmeans, Cmeans
0.500892,0.504319,0.506163
#MPA, Kmeans, Cmeans
0.487959,0.504319,0.504319
#MPA, Kmeans, Cmeans
0.50183,0.480166,0.484068
#MPA, Kmeans, Cmeans
0.480073,0.460332,0.48232
#MPA, Kmeans, Cmeans
0.482472,0.484068,0.504319
#MPA, Kmeans, Cmeans
0.50183,0.484068,0.482042
#MPA, Kmeans, Cmeans
0.482472,0.482472,0.480108
#MPA, Kmeans, Cmeans
0.472577,0.50603,0.442601
#MPA, Kmeans, Cmeans
0.492394,0.504319,0.50603
#MPA, Kmeans, Cmeans
0.480166,0.504319,0.505048
