#MPA, Kmeans, Cmeans
0.920687,1.32053,1.20511
#MPA, Kmeans, Cmeans
0.851847,1.32053,1.20385
#MPA, Kmeans, Cmeans
0.88046,1.32053,1.20489
#MPA, Kmeans, Cmeans
0.880007,1.30893,1.20483
#MPA, Kmeans, Cmeans
0.857379,1.31201,1.20489
#MPA, Kmeans, Cmeans
0.860411,1.322,1.20489
#MPA, Kmeans, Cmeans
0.845556,1.30893,1.20489
#MPA, Kmeans, Cmeans
0.838295,1.30893,1.20005
#MPA, Kmeans, Cmeans
0.782301,1.31115,1.20511
#MPA, Kmeans, Cmeans
0.877104,1.31421,1.20842
