#MPA, Kmeans, Cmeans
0.4998,0.4928,0.4998
#MPA, Kmeans, Cmeans
0.4998,0.4608,0.4928
#MPA, Kmeans, Cmeans
0.4998,0.4998,0.4838
#MPA, Kmeans, Cmeans
0.4998,0.4998,0.2262
#MPA, Kmeans, Cmeans
0.4998,0.4928,0.4928
#MPA, Kmeans, Cmeans
0.4998,0.4998,0.4488
#MPA, Kmeans, Cmeans
0.4998,0.4998,0.4928
#MPA, Kmeans, Cmeans
0.4998,0.4758,0.4998
#MPA, Kmeans, Cmeans
0.4998,0.4928,0.4998
#MPA, Kmeans, Cmeans
0.4998,0.4998,0.4928
