#MPA, Kmeans, Cmeans
0.115517,0.166456,0.161074
#MPA, Kmeans, Cmeans
0.160407,0.156264,0.221596
#MPA, Kmeans, Cmeans
0.122924,0.19536,0.198784
#MPA, Kmeans, Cmeans
0.144264,0.107248,0.221596
#MPA, Kmeans, Cmeans
0.213951,0.19536,0.218926
#MPA, Kmeans, Cmeans
0.180036,0.140271,0.204564
#MPA, Kmeans, Cmeans
0.154793,0.170345,0.221596
#MPA, Kmeans, Cmeans
0.175456,0.122463,0.221596
#MPA, Kmeans, Cmeans
0.143758,0.221596,0.158596
#MPA, Kmeans, Cmeans
0.123243,0.198637,0.172009
