#MPA, Kmeans, Cmeans
0.387967,0.387595,0.340099
#MPA, Kmeans, Cmeans
0.394629,0.167734,0.379421
#MPA, Kmeans, Cmeans
0.395282,0.380642,0.384969
#MPA, Kmeans, Cmeans
0.394906,0.384549,0.406214
#MPA, Kmeans, Cmeans
0.387491,0.384549,0.384998
#MPA, Kmeans, Cmeans
0.394116,0.382016,0.311897
#MPA, Kmeans, Cmeans
0.381533,0.380296,0.382815
#MPA, Kmeans, Cmeans
0.394394,0.379421,0.379421
#MPA, Kmeans, Cmeans
0.393294,0.374873,0.384998
#MPA, Kmeans, Cmeans
0.387491,0.383618,0.384998
