#MPA, Kmeans, Cmeans
0.182158,0.224218,0.218599
#MPA, Kmeans, Cmeans
0.0831782,0.234318,0.209095
#MPA, Kmeans, Cmeans
0.193807,0.191886,0.23054
#MPA, Kmeans, Cmeans
0.127666,0.163635,0.21881
#MPA, Kmeans, Cmeans
0.169381,0.139372,0.234318
#MPA, Kmeans, Cmeans
0.165679,0.23054,0.228502
#MPA, Kmeans, Cmeans
0.136548,0.227841,0.224218
#MPA, Kmeans, Cmeans
0.18007,0.220372,0.226168
#MPA, Kmeans, Cmeans
0.189009,0.175076,0.183101
#MPA, Kmeans, Cmeans
0.112393,0.228891,0.234318
