#MPA, Kmeans, Cmeans
0.0189215,0.503837,0.505246
#MPA, Kmeans, Cmeans
-0.00838266,0.482472,0.504319
#MPA, Kmeans, Cmeans
-0.0294172,0.494962,0.504319
#MPA, Kmeans, Cmeans
-0.389752,0.482472,0.512348
#MPA, Kmeans, Cmeans
-0.0186588,0.497668,0.504319
#MPA, Kmeans, Cmeans
-0.400915,0.494779,0.480108
#MPA, Kmeans, Cmeans
-0.389752,0.418606,0.488829
#MPA, Kmeans, Cmeans
-0.389752,0.497668,0.504319
#MPA, Kmeans, Cmeans
-0.382742,0.487809,0.504319
#MPA, Kmeans, Cmeans
-0.00838266,0.505048,0.504319
