#MPA, Kmeans, Cmeans
0.456978,0.494844,0.4968
#MPA, Kmeans, Cmeans
0.467911,0.666311,0.655911
#MPA, Kmeans, Cmeans
0.474311,0.5192,0.655911
#MPA, Kmeans, Cmeans
0.467911,0.666311,0.489244
#MPA, Kmeans, Cmeans
0.4712,0.523378,0.655911
#MPA, Kmeans, Cmeans
0.456978,0.500178,0.659467
#MPA, Kmeans, Cmeans
0.467911,0.512978,0.5256
#MPA, Kmeans, Cmeans
0.467911,0.523378,0.655911
#MPA, Kmeans, Cmeans
0.474311,0.529867,0.655911
#MPA, Kmeans, Cmeans
0.467911,0.653867,0.655911
