#MPA, Kmeans, Cmeans
0.027392,0.481096,0.481096
#MPA, Kmeans, Cmeans
0.46875,0.401235,0.475309
#MPA, Kmeans, Cmeans
0.424383,0.444444,0.498457
#MPA, Kmeans, Cmeans
0.434799,0.486111,0.486111
#MPA, Kmeans, Cmeans
0.413194,0.498457,0.475309
#MPA, Kmeans, Cmeans
0.481096,0.444444,0.493827
#MPA, Kmeans, Cmeans
0.345679,0.475309,0.481096
#MPA, Kmeans, Cmeans
0.027392,0.486111,0.493827
#MPA, Kmeans, Cmeans
0.481096,0.486111,0.498457
#MPA, Kmeans, Cmeans
0.104938,0.490355,0.493827
