#MPA, Kmeans, Cmeans
0.221596,0.218926,0.221596
#MPA, Kmeans, Cmeans
0.221596,0.136691,0.218926
#MPA, Kmeans, Cmeans
0.221596,0.221596,0.137819
#MPA, Kmeans, Cmeans
0.221596,0.221596,0.187571
#MPA, Kmeans, Cmeans
0.221596,0.218926,0.218926
#MPA, Kmeans, Cmeans
0.221596,0.221596,0.153926
#MPA, Kmeans, Cmeans
0.221596,0.221596,0.218926
#MPA, Kmeans, Cmeans
0.221596,0.130563,0.221596
#MPA, Kmeans, Cmeans
0.221596,0.218926,0.221596
#MPA, Kmeans, Cmeans
0.221596,0.221596,0.218926
