#MPA, Kmeans, Cmeans
0.689346,1.10019,1.03933
#MPA, Kmeans, Cmeans
0.75477,1.13631,1.01125
#MPA, Kmeans, Cmeans
0.688326,1.13631,1.00673
#MPA, Kmeans, Cmeans
0.728623,1.13411,1.0026
#MPA, Kmeans, Cmeans
0.695484,1.11934,1.04397
#MPA, Kmeans, Cmeans
0.694353,1.13631,1.04575
#MPA, Kmeans, Cmeans
0.699232,1.04143,1.03856
#MPA, Kmeans, Cmeans
0.701724,1.13631,1.04397
#MPA, Kmeans, Cmeans
0.768796,1.13631,1.01323
#MPA, Kmeans, Cmeans
0.692119,1.13631,0.992512
