#MPA, Kmeans, Cmeans
0.453167,0.39464,0.396649
#MPA, Kmeans, Cmeans
0.468894,0.403659,0.262281
#MPA, Kmeans, Cmeans
0.468938,0.4111,0.395764
#MPA, Kmeans, Cmeans
0.453212,0.395578,0.266211
#MPA, Kmeans, Cmeans
0.466106,0.39344,0.288871
#MPA, Kmeans, Cmeans
0.455683,0.430666,0.22872
#MPA, Kmeans, Cmeans
0.451946,0.409016,0.35954
#MPA, Kmeans, Cmeans
0.468975,0.368968,0.147432
#MPA, Kmeans, Cmeans
0.463742,0.272689,0.259027
#MPA, Kmeans, Cmeans
0.465642,0.418064,0.28372
