#MPA, Kmeans, Cmeans
0.119452,0.156076,0.163245
#MPA, Kmeans, Cmeans
0.099326,0.122995,0.145379
#MPA, Kmeans, Cmeans
0.0898648,0.169458,0.156923
#MPA, Kmeans, Cmeans
0.129244,0.218926,0.195553
#MPA, Kmeans, Cmeans
0.166579,0.153659,0.221596
#MPA, Kmeans, Cmeans
0.148052,0.183833,0.221596
#MPA, Kmeans, Cmeans
0.151086,0.218926,0.159284
#MPA, Kmeans, Cmeans
0.108591,0.191016,0.218926
#MPA, Kmeans, Cmeans
0.0898648,0.187571,0.126602
#MPA, Kmeans, Cmeans
0.120471,0.163854,0.137114
