#step,index
0,1.91654
1,1.91654
2,1.83681
3,2.04204
4,1.7293
5,1.7293
6,1.7293
7,1.79731
8,1.79731
9,1.79731
10,1.79731
11,1.96783
12,1.96783
13,1.96783
14,1.96783
15,1.96783
16,1.96783
17,1.96783
18,1.96783
19,1.96783
20,1.96783
21,1.61209
22,1.61209
23,1.61209
24,1.61209
25,1.61209
26,1.61209
27,1.61209
28,1.50946
29,2.40652
30,2.40652
31,2.40652
32,2.40652
33,2.40652
34,2.40652
35,2.40652
36,2.40652
37,2.40652
38,2.40652
39,2.40652
40,2.40652
41,2.40652
42,2.40652
43,2.40652
44,2.40652
45,2.40652
46,2.40652
47,2.40652
48,2.40652
49,2.40652
50,2.40652
51,2.40652
52,2.40652
53,2.40652
54,2.40652
55,2.40652
56,2.40652
57,2.40652
58,2.40652
59,2.40652
60,2.40652
61,2.40652
62,2.40652
63,2.40652
64,2.40652
65,2.40652
66,2.40652
67,2.40652
68,2.40652
69,2.40652
70,2.40652
71,2.40652
72,2.40652
73,2.40652
74,2.40652
75,2.40652
76,2.40652
77,2.40652
78,2.40652
79,2.40652
80,2.40652
81,2.40652
82,2.40652
83,2.40652
84,2.40652
85,2.40652
86,2.40652
87,2.40652
88,2.40652
89,2.40652
90,2.40652
91,2.3446
92,2.3446
93,2.3446
94,2.3446
95,2.3446
96,2.3446
97,2.3446
98,2.3446
99,2.3446
100,2.3446
101,2.3446
102,2.3446
103,2.3446
104,2.3446
105,2.3446
106,2.3446
107,2.3446
108,2.3446
109,2.3446
110,2.3446
111,2.3446
112,2.3446
113,2.3446
114,2.3446
115,2.3446
116,2.3446
117,2.3446
118,2.3446
119,2.3446
120,2.3446
121,2.3446
122,2.3446
123,2.3446
124,2.3446
125,2.3446
126,2.3446
127,2.3446
128,2.3446
129,2.3446
130,2.3446
131,2.3446
132,2.3446
133,2.3446
134,2.3446
135,2.3446
136,2.3446
137,2.3446
138,2.3446
139,2.3446
140,2.3446
141,2.3446
142,2.3446
143,2.3446
144,2.3446
145,2.3446
146,2.3446
147,2.3446
148,2.3446
149,2.3446
150,2.3446
151,2.3446
152,2.3446
153,2.3446
154,2.3446
155,2.3446
156,2.3446
157,2.3446
158,2.3446
159,2.3446
160,2.3446
161,2.3446
162,2.3446
163,2.3446
164,2.3446
165,2.3446
166,2.3446
167,2.3446
168,2.3446
169,2.3446
170,2.3446
171,2.3446
172,2.3446
173,2.3446
174,2.3446
175,2.3446
176,2.3446
177,2.3446
178,2.3446
179,2.3446
180,2.3446
181,2.3446
182,2.3446
183,2.3446
184,2.3446
185,2.3446
186,2.3446
187,2.3446
188,2.3446
189,2.3446
190,2.3446
191,2.3446
192,2.3446
193,2.3446
194,2.3446
195,2.3446
196,2.3446
197,2.3446
198,2.3446
199,2.3446
200,2.3446
201,2.3446
202,2.3446
203,2.3446
204,2.3446
205,2.3446
206,2.3446
207,1.94244
208,1.94244
209,1.94244
210,1.94244
211,2.59571
212,2.59571
213,2.59571
214,2.59571
215,2.59571
216,2.59571
217,2.59571
218,2.59571
219,2.59571
220,2.59571
221,2.59571
222,2.59571
223,2.59571
224,2.59571
225,2.59571
226,2.59571
227,2.59571
228,2.59571
229,2.59571
230,2.59571
231,2.59571
232,2.59571
233,2.59571
234,2.59571
235,2.59571
236,2.59571
237,2.59571
238,2.59571
239,2.59571
240,2.59571
241,2.59571
242,2.59571
243,2.59571
244,2.59571
245,2.59571
246,2.59571
247,2.59571
248,2.59571
249,2.59571
250,2.59571
251,2.59571
252,2.59571
253,2.59571
254,2.59571
255,2.59571
256,2.59571
257,2.59571
258,2.59571
259,2.59571
260,2.59571
261,2.59571
262,2.59571
263,2.59571
264,2.59571
265,2.59571
266,2.59571
267,2.59571
268,2.59571
269,2.59571
270,2.59571
271,2.59571
272,2.59571
273,2.59571
274,2.59571
275,2.59571
276,2.59571
277,2.59571
278,2.59571
279,2.59571
280,2.59571
281,2.59571
282,2.59571
283,2.59571
284,2.59571
285,2.59571
286,2.59571
287,2.59571
288,2.59571
289,2.59571
290,2.59571
291,2.59571
292,2.59571
293,2.59571
294,2.59571
295,2.59571
296,2.59571
297,2.59571
298,2.59571
299,2.59571
